Date Of Death Year,Date Of Death Month,Sex,Race/Ethnicity,AgeGroup,AllCause,NaturalCause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",AnalysisDate,Start Date,End Date
2019,4,2,5,10,62577,36166.0,416.0,3563.0,524.0,3823.0,884.0,2002.0,521.0,576.0,571.0,10669.0,2862.0,0.0,0.0,02/23/2021,04/01/2019,04/30/2019
2020,9,2,4,9,6310,3320.0,70.0,620.0,171.0,186.0,41.0,107.0,48.0,111.0,38.0,710.0,224.0,350.0,314.0,02/23/2021,09/01/2020,09/30/2020
2020,10,2,1,6,1138,596.0,15.0,212.0,28.0,0.0,4.0,4.0,4.0,11.0,14.0,50.0,28.0,90.0,82.0,02/23/2021,10/01/2020,10/31/2020
2019,6,1,4,7,4793,2655.0,49.0,785.0,140.0,4.0,44.0,73.0,24.0,59.0,34.0,782.0,144.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
2019,5,2,5,3,194,118.0,4.0,30.0,4.0,0.0,4.0,4.0,4.0,0.0,10.0,12.0,4.0,0.0,0.0,02/23/2021,05/01/2019,05/31/2019
2019,3,1,1,4,311,194.0,4.0,40.0,4.0,0.0,4.0,4.0,4.0,4.0,10.0,39.0,4.0,0.0,0.0,02/23/2021,03/01/2019,03/31/2019
2020,7,2,6,2,8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,07/01/2020,07/31/2020
2020,2,1,5,9,42507,23693.0,332.0,5763.0,742.0,911.0,556.0,1902.0,607.0,444.0,190.0,6120.0,1239.0,4.0,4.0,02/23/2021,02/01/2020,02/29/2020
2019,6,1,5,10,37917,21394.0,253.0,3385.0,463.0,1477.0,478.0,1139.0,397.0,497.0,284.0,6858.0,1292.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
2020,12,1,4,4,608,328.0,4.0,14.0,12.0,0.0,4.0,4.0,4.0,4.0,119.0,46.0,4.0,35.0,30.0,02/23/2021,12/01/2020,12/31/2020
2019,4,1,3,4,64,30.0,0.0,10.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,04/01/2019,04/30/2019
2019,9,2,5,6,4331,2494.0,47.0,945.0,88.0,4.0,32.0,91.0,31.0,31.0,41.0,429.0,98.0,0.0,0.0,02/23/2021,09/01/2019,09/30/2019
2020,9,1,3,4,67,35.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,02/23/2021,09/01/2020,09/30/2020
2019,12,2,5,2,116,67.0,4.0,10.0,0.0,0.0,11.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,12/01/2019,12/31/2019
2020,8,1,5,2,105,57.0,0.0,16.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,02/23/2021,08/01/2020,08/31/2020
2019,5,1,5,4,732,472.0,12.0,71.0,30.0,0.0,4.0,4.0,4.0,4.0,21.0,106.0,4.0,0.0,0.0,02/23/2021,05/01/2019,05/31/2019
2019,12,1,5,6,6866,4010.0,60.0,925.0,206.0,4.0,62.0,105.0,46.0,49.0,72.0,1212.0,115.0,0.0,0.0,02/23/2021,12/01/2019,12/31/2019
2019,12,1,5,5,2233,1345.0,22.0,217.0,74.0,4.0,32.0,18.0,11.0,21.0,85.0,360.0,44.0,0.0,0.0,02/23/2021,12/01/2019,12/31/2019
2020,5,2,4,10,9824,4879.0,53.0,342.0,143.0,423.0,70.0,117.0,42.0,122.0,56.0,1022.0,366.0,1149.0,1040.0,02/23/2021,05/01/2020,05/31/2020
2020,6,1,5,9,42710,22970.0,300.0,5843.0,697.0,879.0,344.0,1486.0,430.0,452.0,165.0,5611.0,1159.0,1267.0,1107.0,02/23/2021,06/01/2020,06/30/2020
2020,7,2,5,5,1839,1082.0,18.0,280.0,47.0,0.0,14.0,17.0,12.0,14.0,52.0,201.0,28.0,41.0,33.0,02/23/2021,07/01/2020,07/31/2020
2020,2,1,4,9,4996,2780.0,58.0,652.0,140.0,90.0,45.0,140.0,40.0,95.0,24.0,753.0,179.0,0.0,0.0,02/23/2021,02/01/2020,02/29/2020
2019,6,2,2,1,8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
2020,5,2,1,9,4828,2349.0,30.0,390.0,111.0,125.0,40.0,60.0,55.0,54.0,4.0,414.0,136.0,549.0,511.0,02/23/2021,05/01/2020,05/31/2020
2020,2,2,1,4,199,119.0,4.0,37.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,15.0,4.0,0.0,0.0,02/23/2021,02/01/2020,02/29/2020
2020,8,1,4,10,4127,2100.0,30.0,299.0,77.0,119.0,20.0,66.0,19.0,53.0,24.0,464.0,132.0,379.0,345.0,02/23/2021,08/01/2020,08/31/2020
2019,2,2,1,5,356,215.0,0.0,80.0,12.0,0.0,4.0,4.0,4.0,4.0,4.0,25.0,4.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2019,6,1,5,6,6383,3711.0,46.0,936.0,173.0,4.0,38.0,115.0,45.0,57.0,49.0,1111.0,98.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
2020,2,2,1,5,423,246.0,4.0,94.0,10.0,0.0,15.0,4.0,4.0,4.0,4.0,34.0,4.0,0.0,0.0,02/23/2021,02/01/2020,02/29/2020
2019,8,1,3,3,25,13.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,08/01/2019,08/31/2019
2020,10,2,5,5,1899,1130.0,22.0,307.0,37.0,0.0,11.0,17.0,4.0,13.0,107.0,153.0,30.0,36.0,32.0,02/23/2021,10/01/2020,10/31/2020
2020,7,2,4,7,5551,2797.0,52.0,697.0,167.0,4.0,41.0,92.0,36.0,87.0,29.0,556.0,135.0,448.0,410.0,02/23/2021,07/01/2020,07/31/2020
2021,1,2,2,1,12,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,01/01/2021,01/31/2021
2020,12,2,3,3,61,21.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,02/23/2021,12/01/2020,12/31/2020
2019,7,2,5,5,1412,866.0,19.0,254.0,29.0,0.0,11.0,17.0,11.0,4.0,31.0,139.0,31.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
2019,7,2,3,3,16,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
2019,4,2,3,7,489,258.0,4.0,142.0,14.0,4.0,4.0,4.0,4.0,4.0,0.0,32.0,19.0,0.0,0.0,02/23/2021,04/01/2019,04/30/2019
2019,2,2,6,4,37,17.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2020,11,2,2,4,61,33.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,02/23/2021,11/01/2020,11/30/2020
2020,4,1,3,10,3040,1434.0,4.0,125.0,44.0,66.0,50.0,61.0,22.0,32.0,16.0,337.0,69.0,404.0,376.0,02/23/2021,04/01/2020,04/30/2020
2020,2,2,5,1,391,316.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,40.0,11.0,4.0,0.0,0.0,02/23/2021,02/01/2020,02/29/2020
2020,5,1,3,3,24,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,02/23/2021,05/01/2020,05/31/2020
2019,10,2,6,1,40,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,02/23/2021,10/01/2019,10/31/2019
2020,12,1,1,5,2014,917.0,4.0,65.0,29.0,0.0,4.0,4.0,4.0,4.0,164.0,68.0,27.0,371.0,353.0,02/23/2021,12/01/2020,12/31/2020
2019,8,2,2,3,12,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,08/01/2019,08/31/2019
2019,10,2,5,5,1670,989.0,13.0,311.0,44.0,0.0,21.0,18.0,11.0,16.0,43.0,173.0,31.0,0.0,0.0,02/23/2021,10/01/2019,10/31/2019
2019,3,1,6,9,315,187.0,4.0,35.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,57.0,4.0,0.0,0.0,02/23/2021,03/01/2019,03/31/2019
2020,2,1,2,9,229,129.0,4.0,23.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,41.0,4.0,0.0,0.0,02/23/2021,02/01/2020,02/29/2020
2020,4,1,1,6,4246,1812.0,19.0,174.0,80.0,4.0,33.0,4.0,18.0,19.0,25.0,227.0,48.0,903.0,880.0,02/23/2021,04/01/2020,04/30/2020
2020,6,1,3,8,1294,648.0,4.0,164.0,37.0,4.0,17.0,13.0,4.0,14.0,4.0,161.0,28.0,102.0,94.0,02/23/2021,06/01/2020,06/30/2020
2019,3,1,4,9,5134,2842.0,66.0,651.0,156.0,95.0,60.0,137.0,45.0,103.0,20.0,760.0,199.0,0.0,0.0,02/23/2021,03/01/2019,03/31/2019
2020,1,1,6,5,103,52.0,4.0,11.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,12.0,4.0,0.0,0.0,02/23/2021,01/01/2020,01/31/2020
2020,12,2,3,5,162,79.0,4.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,19.0,19.0,02/23/2021,12/01/2020,12/31/2020
2019,7,2,6,2,12,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
2019,2,1,6,9,307,170.0,4.0,45.0,4.0,4.0,4.0,13.0,4.0,4.0,4.0,47.0,4.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2019,7,2,1,5,418,246.0,4.0,92.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,29.0,13.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
2020,12,2,3,2,16,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,12/01/2020,12/31/2020
2020,5,2,1,5,598,305.0,4.0,90.0,16.0,0.0,4.0,4.0,4.0,4.0,4.0,33.0,11.0,61.0,58.0,02/23/2021,05/01/2020,05/31/2020
2019,12,2,2,5,61,29.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,02/23/2021,12/01/2019,12/31/2019
2019,4,1,3,2,8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,02/23/2021,04/01/2019,04/30/2019
2019,9,1,2,6,140,82.0,4.0,11.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,23.0,4.0,0.0,0.0,02/23/2021,09/01/2019,09/30/2019
2019,2,2,5,6,4578,2610.0,48.0,914.0,113.0,4.0,92.0,167.0,43.0,34.0,31.0,435.0,87.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2019,2,2,1,1,210,180.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,14.0,4.0,4.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2019,12,1,5,7,22256,12522.0,190.0,3689.0,580.0,32.0,209.0,677.0,149.0,180.0,120.0,3468.0,440.0,0.0,0.0,02/23/2021,12/01/2019,12/31/2019
2020,7,1,3,6,382,201.0,4.0,46.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,58.0,11.0,22.0,20.0,02/23/2021,07/01/2020,07/31/2020
2020,3,2,1,5,436,246.0,4.0,86.0,18.0,0.0,4.0,4.0,4.0,4.0,4.0,34.0,4.0,13.0,11.0,02/23/2021,03/01/2020,03/31/2020
2019,11,1,2,6,118,70.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,20.0,4.0,0.0,0.0,02/23/2021,11/01/2019,11/30/2019
2021,1,2,5,7,16890,8293.0,118.0,2382.0,241.0,55.0,95.0,423.0,100.0,72.0,549.0,1051.0,264.0,1689.0,1558.0,02/23/2021,01/01/2021,01/31/2021
2020,10,1,1,9,4436,2214.0,30.0,458.0,148.0,70.0,31.0,65.0,35.0,45.0,19.0,429.0,133.0,399.0,360.0,02/23/2021,10/01/2020,10/31/2020
2019,3,1,3,4,49,25.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,03/01/2019,03/31/2019
2019,4,1,1,6,1330,792.0,14.0,160.0,71.0,0.0,18.0,4.0,11.0,17.0,4.0,191.0,48.0,0.0,0.0,02/23/2021,04/01/2019,04/30/2019
2019,4,2,6,4,29,13.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,02/23/2021,04/01/2019,04/30/2019
2019,11,1,1,1,258,216.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,18.0,4.0,4.0,0.0,0.0,02/23/2021,11/01/2019,11/30/2019
2019,8,1,4,8,5841,3221.0,58.0,956.0,159.0,23.0,39.0,120.0,39.0,95.0,31.0,891.0,209.0,0.0,0.0,02/23/2021,08/01/2019,08/31/2019
2019,2,2,3,10,2021,1163.0,14.0,112.0,51.0,148.0,60.0,34.0,13.0,28.0,10.0,287.0,101.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2020,5,1,1,8,6237,2799.0,23.0,490.0,154.0,22.0,45.0,70.0,39.0,50.0,23.0,477.0,89.0,999.0,957.0,02/23/2021,05/01/2020,05/31/2020
2020,5,1,4,2,72,40.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,02/23/2021,05/01/2020,05/31/2020
2020,10,2,5,4,715,433.0,4.0,77.0,13.0,0.0,4.0,4.0,4.0,4.0,83.0,54.0,11.0,14.0,10.0,02/23/2021,10/01/2020,10/31/2020
2019,3,2,4,4,291,182.0,4.0,35.0,4.0,0.0,4.0,4.0,4.0,4.0,10.0,29.0,11.0,0.0,0.0,02/23/2021,03/01/2019,03/31/2019
2020,9,1,4,5,1064,601.0,14.0,55.0,49.0,0.0,4.0,4.0,4.0,12.0,51.0,164.0,24.0,44.0,38.0,02/23/2021,09/01/2020,09/30/2020
2019,12,1,2,4,47,27.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,12/01/2019,12/31/2019
2020,9,1,4,8,7987,4117.0,71.0,967.0,192.0,33.0,73.0,150.0,47.0,96.0,45.0,1027.0,241.0,483.0,445.0,02/23/2021,09/01/2020,09/30/2020
2020,12,2,6,9,464,220.0,4.0,33.0,14.0,4.0,4.0,4.0,4.0,4.0,4.0,36.0,20.0,60.0,53.0,02/23/2021,12/01/2020,12/31/2020
2019,7,1,4,5,868,511.0,10.0,64.0,44.0,4.0,10.0,4.0,10.0,4.0,21.0,168.0,18.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
2020,5,1,6,4,61,29.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,02/23/2021,05/01/2020,05/31/2020
2020,7,1,4,6,3086,1581.0,15.0,196.0,108.0,0.0,23.0,27.0,17.0,43.0,47.0,448.0,70.0,273.0,238.0,02/23/2021,07/01/2020,07/31/2020
2019,10,1,3,3,27,11.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,02/23/2021,10/01/2019,10/31/2019
2019,5,2,5,10,61234,35473.0,370.0,3621.0,532.0,3749.0,733.0,1878.0,526.0,584.0,549.0,10384.0,2835.0,0.0,0.0,02/23/2021,05/01/2019,05/31/2019
2019,8,2,1,9,2770,1583.0,16.0,358.0,79.0,99.0,25.0,60.0,33.0,43.0,4.0,352.0,118.0,0.0,0.0,02/23/2021,08/01/2019,08/31/2019
2019,4,1,3,9,1265,694.0,13.0,167.0,42.0,18.0,24.0,28.0,18.0,18.0,4.0,175.0,64.0,0.0,0.0,02/23/2021,04/01/2019,04/30/2019
2019,7,1,6,8,389,203.0,4.0,66.0,12.0,4.0,4.0,10.0,4.0,4.0,4.0,70.0,4.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
2019,9,2,4,8,4791,2640.0,61.0,827.0,123.0,47.0,42.0,113.0,44.0,79.0,15.0,611.0,189.0,0.0,0.0,02/23/2021,09/01/2019,09/30/2019
2020,2,1,4,10,3046,1739.0,35.0,282.0,75.0,69.0,50.0,88.0,18.0,60.0,13.0,492.0,125.0,0.0,0.0,02/23/2021,02/01/2020,02/29/2020
2020,6,1,3,5,170,88.0,4.0,17.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,13.0,4.0,10.0,10.0,02/23/2021,06/01/2020,06/30/2020
2019,5,2,2,7,223,125.0,4.0,41.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,29.0,4.0,0.0,0.0,02/23/2021,05/01/2019,05/31/2019
2019,8,1,6,5,50,26.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,08/01/2019,08/31/2019
2020,10,1,3,7,898,463.0,4.0,165.0,21.0,0.0,4.0,4.0,4.0,10.0,14.0,111.0,26.0,39.0,33.0,02/23/2021,10/01/2020,10/31/2020
2020,9,1,3,8,1347,683.0,12.0,232.0,46.0,4.0,10.0,18.0,10.0,15.0,4.0,121.0,42.0,76.0,74.0,02/23/2021,09/01/2020,09/30/2020
2020,7,2,1,10,7322,3589.0,19.0,269.0,123.0,427.0,44.0,83.0,32.0,36.0,29.0,735.0,288.0,861.0,787.0,02/23/2021,07/01/2020,07/31/2020
2019,7,2,2,2,8,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
2019,1,1,3,6,331,186.0,4.0,40.0,18.0,0.0,4.0,4.0,4.0,4.0,4.0,52.0,11.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2019,2,2,4,3,103,52.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,19.0,4.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2020,10,2,3,5,81,39.0,4.0,14.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,02/23/2021,10/01/2020,10/31/2020
2019,6,2,5,5,1414,854.0,20.0,272.0,37.0,0.0,11.0,19.0,10.0,4.0,24.0,138.0,25.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
2020,3,2,1,8,2828,1531.0,33.0,428.0,102.0,36.0,59.0,52.0,40.0,40.0,13.0,275.0,77.0,73.0,69.0,02/23/2021,03/01/2020,03/31/2020
2019,4,2,1,4,152,93.0,0.0,31.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,04/01/2019,04/30/2019
2019,6,2,4,1,291,219.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,40.0,4.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
2021,1,1,3,7,1580,665.0,4.0,115.0,37.0,0.0,4.0,4.0,4.0,11.0,31.0,95.0,20.0,300.0,290.0,02/23/2021,01/01/2021,01/31/2021
2019,8,2,3,2,12,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,08/01/2019,08/31/2019
2020,7,1,2,7,433,224.0,4.0,43.0,22.0,0.0,4.0,4.0,4.0,4.0,4.0,37.0,4.0,42.0,37.0,02/23/2021,07/01/2020,07/31/2020
2020,1,2,4,5,760,456.0,4.0,94.0,30.0,0.0,21.0,10.0,4.0,4.0,12.0,101.0,24.0,0.0,0.0,02/23/2021,01/01/2020,01/31/2020
2019,1,1,3,7,801,439.0,4.0,161.0,28.0,0.0,12.0,4.0,4.0,4.0,4.0,121.0,20.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2020,2,1,1,4,291,185.0,4.0,27.0,10.0,0.0,4.0,4.0,4.0,4.0,18.0,27.0,4.0,0.0,0.0,02/23/2021,02/01/2020,02/29/2020
2019,3,2,1,3,78,41.0,0.0,17.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,03/01/2019,03/31/2019
2020,3,2,3,6,271,139.0,4.0,75.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,17.0,4.0,4.0,4.0,02/23/2021,03/01/2020,03/31/2020
2020,4,2,6,8,637,288.0,4.0,53.0,4.0,4.0,4.0,16.0,0.0,4.0,4.0,55.0,4.0,101.0,96.0,02/23/2021,04/01/2020,04/30/2020
2020,12,1,5,9,78015,36223.0,359.0,5822.0,928.0,1108.0,465.0,1735.0,550.0,476.0,322.0,6862.0,1407.0,11359.0,10399.0,02/23/2021,12/01/2020,12/31/2020
2021,1,2,3,6,395,176.0,4.0,67.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,13.0,4.0,59.0,56.0,02/23/2021,01/01/2021,01/31/2021
2019,7,1,3,2,8,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
2019,9,1,6,9,313,168.0,4.0,41.0,4.0,4.0,4.0,15.0,4.0,0.0,4.0,55.0,10.0,0.0,0.0,02/23/2021,09/01/2019,09/30/2019
2021,1,2,2,9,436,189.0,4.0,17.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,17.0,4.0,91.0,86.0,02/23/2021,01/01/2021,01/31/2021
2019,11,2,1,4,180,105.0,4.0,32.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,11.0,4.0,0.0,0.0,02/23/2021,11/01/2019,11/30/2019
2019,1,2,4,6,1787,1014.0,28.0,290.0,61.0,4.0,26.0,27.0,11.0,30.0,12.0,228.0,56.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2020,3,2,1,7,2029,1109.0,17.0,394.0,77.0,4.0,30.0,36.0,26.0,31.0,10.0,147.0,56.0,48.0,44.0,02/23/2021,03/01/2020,03/31/2020
2020,2,2,5,5,1554,924.0,17.0,285.0,30.0,0.0,38.0,18.0,13.0,17.0,33.0,152.0,19.0,4.0,4.0,02/23/2021,02/01/2020,02/29/2020
2019,1,1,5,8,37578,20696.0,293.0,6274.0,856.0,208.0,403.0,1659.0,392.0,354.0,149.0,5538.0,756.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2019,8,2,1,3,88,41.0,4.0,15.0,4.0,0.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,08/01/2019,08/31/2019
2020,2,1,2,2,8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,02/23/2021,02/01/2020,02/29/2020
2020,9,2,4,2,54,26.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,09/01/2020,09/30/2020
2020,10,1,2,9,444,209.0,0.0,40.0,15.0,4.0,4.0,11.0,4.0,4.0,4.0,54.0,4.0,48.0,43.0,02/23/2021,10/01/2020,10/31/2020
2020,2,2,6,4,37,13.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,02/23/2021,02/01/2020,02/29/2020
2020,8,2,6,6,120,61.0,4.0,16.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,11.0,4.0,4.0,4.0,02/23/2021,08/01/2020,08/31/2020
2019,9,2,6,10,308,170.0,4.0,19.0,4.0,14.0,4.0,4.0,4.0,4.0,4.0,64.0,13.0,0.0,0.0,02/23/2021,09/01/2019,09/30/2019
2021,1,2,3,1,22,14.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,01/01/2021,01/31/2021
2020,3,2,1,9,3852,2103.0,33.0,427.0,132.0,133.0,70.0,76.0,43.0,56.0,13.0,411.0,164.0,97.0,94.0,02/23/2021,03/01/2020,03/31/2020
2020,1,1,4,7,5656,3148.0,72.0,744.0,173.0,4.0,80.0,112.0,39.0,96.0,48.0,966.0,174.0,0.0,0.0,02/23/2021,01/01/2020,01/31/2020
2019,8,2,2,1,8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,08/01/2019,08/31/2019
2019,2,2,6,5,56,28.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2020,9,1,3,3,43,19.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,09/01/2020,09/30/2020
2020,5,1,5,4,960,597.0,12.0,74.0,32.0,0.0,11.0,4.0,4.0,4.0,64.0,91.0,17.0,29.0,21.0,02/23/2021,05/01/2020,05/31/2020
2019,5,2,5,5,1478,896.0,18.0,285.0,30.0,0.0,17.0,15.0,4.0,11.0,18.0,150.0,34.0,0.0,0.0,02/23/2021,05/01/2019,05/31/2019
2020,12,2,4,1,250,180.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,50.0,4.0,0.0,0.0,0.0,02/23/2021,12/01/2020,12/31/2020
2020,7,2,3,1,26,18.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,07/01/2020,07/31/2020
2020,9,2,1,5,591,318.0,4.0,85.0,16.0,0.0,4.0,4.0,4.0,4.0,11.0,23.0,4.0,58.0,56.0,02/23/2021,09/01/2020,09/30/2020
2020,4,2,5,8,32587,16759.0,268.0,4815.0,568.0,408.0,288.0,1329.0,264.0,239.0,135.0,2738.0,669.0,2108.0,1999.0,02/23/2021,04/01/2020,04/30/2020
2019,9,1,1,3,131,73.0,0.0,23.0,4.0,0.0,0.0,4.0,4.0,4.0,11.0,4.0,4.0,0.0,0.0,02/23/2021,09/01/2019,09/30/2019
2019,11,2,3,7,434,232.0,4.0,124.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,28.0,22.0,0.0,0.0,02/23/2021,11/01/2019,11/30/2019
2020,4,2,5,2,84,46.0,0.0,18.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,02/23/2021,04/01/2020,04/30/2020
2019,7,1,2,5,82,48.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,10.0,4.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
