Date Of Death Year,Date Of Death Month,Sex,Race/Ethnicity,AgeGroup,AllCause,NaturalCause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",AnalysisDate,Start Date,End Date
2020,8,1,3,9,1823,908.0,10.0,209.0,44.0,24.0,23.0,32.0,12.0,20.0,4.0,189.0,53.0,152.0,143.0,02/23/2021,08/01/2020,08/31/2020
2019,10,1,1,3,96,53.0,4.0,19.0,4.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,10/01/2019,10/31/2019
2019,7,2,4,10,5404,3125.0,38.0,353.0,119.0,292.0,51.0,73.0,25.0,96.0,34.0,903.0,295.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
2020,4,2,1,4,308,148.0,4.0,28.0,4.0,0.0,4.0,4.0,4.0,4.0,10.0,4.0,4.0,47.0,43.0,02/23/2021,04/01/2020,04/30/2020
2020,12,2,2,3,20,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,02/23/2021,12/01/2020,12/31/2020
2020,10,2,4,10,6893,3803.0,50.0,353.0,133.0,403.0,51.0,78.0,26.0,97.0,64.0,960.0,334.0,295.0,246.0,02/23/2021,10/01/2020,10/31/2020
2019,2,1,3,7,690,374.0,4.0,150.0,20.0,4.0,4.0,0.0,4.0,4.0,4.0,102.0,20.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2020,3,2,1,10,5223,2914.0,26.0,255.0,101.0,382.0,106.0,121.0,29.0,46.0,19.0,785.0,257.0,94.0,88.0,02/23/2021,03/01/2020,03/31/2020
2020,9,2,5,6,4855,2750.0,48.0,881.0,110.0,4.0,29.0,102.0,36.0,16.0,86.0,449.0,110.0,121.0,113.0,02/23/2021,09/01/2020,09/30/2020
2020,6,2,1,10,5395,2827.0,35.0,261.0,84.0,338.0,36.0,92.0,35.0,53.0,20.0,676.0,245.0,370.0,323.0,02/23/2021,06/01/2020,06/30/2020
2020,6,1,2,2,8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,02/23/2021,06/01/2020,06/30/2020
2019,1,2,4,2,59,27.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2021,1,2,2,6,174,79.0,0.0,13.0,4.0,0.0,4.0,4.0,4.0,0.0,13.0,4.0,4.0,23.0,22.0,02/23/2021,01/01/2021,01/31/2021
2020,10,2,3,7,522,269.0,4.0,134.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,26.0,18.0,24.0,23.0,02/23/2021,10/01/2020,10/31/2020
2020,12,1,3,6,642,286.0,4.0,51.0,13.0,0.0,4.0,4.0,4.0,4.0,21.0,45.0,13.0,98.0,95.0,02/23/2021,12/01/2020,12/31/2020
2020,7,1,3,5,170,91.0,4.0,19.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,16.0,4.0,12.0,4.0,02/23/2021,07/01/2020,07/31/2020
2019,1,1,5,5,2085,1279.0,19.0,241.0,78.0,0.0,32.0,16.0,13.0,17.0,22.0,342.0,26.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2020,2,1,1,5,609,381.0,4.0,56.0,22.0,0.0,15.0,4.0,4.0,4.0,18.0,77.0,24.0,0.0,0.0,02/23/2021,02/01/2020,02/29/2020
2019,12,2,4,6,1742,992.0,21.0,257.0,57.0,4.0,4.0,41.0,16.0,23.0,20.0,254.0,53.0,0.0,0.0,02/23/2021,12/01/2019,12/31/2019
2019,4,2,1,10,4122,2334.0,31.0,243.0,73.0,326.0,53.0,104.0,40.0,34.0,17.0,670.0,197.0,0.0,0.0,02/23/2021,04/01/2019,04/30/2019
2020,9,1,1,6,2253,1133.0,20.0,173.0,57.0,4.0,14.0,4.0,4.0,15.0,45.0,184.0,49.0,285.0,266.0,02/23/2021,09/01/2020,09/30/2020
2020,10,1,5,3,349,203.0,4.0,26.0,4.0,0.0,4.0,0.0,4.0,0.0,77.0,15.0,4.0,4.0,4.0,02/23/2021,10/01/2020,10/31/2020
2020,5,2,3,5,126,64.0,4.0,30.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,02/23/2021,05/01/2020,05/31/2020
2019,7,2,4,4,290,183.0,4.0,27.0,12.0,0.0,4.0,4.0,4.0,4.0,11.0,33.0,4.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
2020,4,1,1,4,643,312.0,4.0,26.0,4.0,0.0,4.0,4.0,4.0,4.0,17.0,25.0,4.0,120.0,115.0,02/23/2021,04/01/2020,04/30/2020
2019,12,1,1,5,645,404.0,4.0,62.0,29.0,0.0,12.0,4.0,4.0,10.0,4.0,89.0,23.0,0.0,0.0,02/23/2021,12/01/2019,12/31/2019
2019,4,2,4,6,1672,948.0,34.0,271.0,56.0,0.0,17.0,21.0,15.0,25.0,11.0,232.0,42.0,0.0,0.0,02/23/2021,04/01/2019,04/30/2019
2019,10,2,1,1,222,167.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,23.0,4.0,4.0,0.0,0.0,02/23/2021,10/01/2019,10/31/2019
2019,3,1,4,3,175,103.0,4.0,16.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,24.0,4.0,0.0,0.0,02/23/2021,03/01/2019,03/31/2019
2019,4,2,4,10,5601,3252.0,55.0,324.0,119.0,305.0,82.0,93.0,32.0,94.0,42.0,914.0,289.0,0.0,0.0,02/23/2021,04/01/2019,04/30/2019
2021,1,1,4,3,264,124.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,87.0,4.0,0.0,11.0,10.0,02/23/2021,01/01/2021,01/31/2021
2019,1,2,5,9,41772,23541.0,368.0,5214.0,583.0,1541.0,488.0,2402.0,451.0,427.0,230.0,5038.0,1489.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2020,9,1,2,4,69,37.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,02/23/2021,09/01/2020,09/30/2020
2020,6,2,1,8,3336,1631.0,31.0,421.0,98.0,28.0,34.0,41.0,32.0,44.0,12.0,218.0,84.0,340.0,322.0,02/23/2021,06/01/2020,06/30/2020
2020,3,2,1,4,174,105.0,4.0,25.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,02/23/2021,03/01/2020,03/31/2020
2019,12,1,3,10,1512,860.0,4.0,139.0,40.0,57.0,41.0,37.0,23.0,12.0,4.0,233.0,62.0,0.0,0.0,02/23/2021,12/01/2019,12/31/2019
2020,5,1,5,1,505,400.0,4.0,16.0,0.0,0.0,4.0,4.0,4.0,0.0,57.0,4.0,4.0,4.0,4.0,02/23/2021,05/01/2020,05/31/2020
2020,5,1,4,1,349,280.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,45.0,4.0,4.0,0.0,0.0,02/23/2021,05/01/2020,05/31/2020
2020,6,2,4,5,893,493.0,11.0,97.0,27.0,0.0,4.0,4.0,10.0,10.0,22.0,98.0,16.0,55.0,46.0,02/23/2021,06/01/2020,06/30/2020
2019,3,2,2,5,60,32.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,03/01/2019,03/31/2019
2020,3,2,3,3,16,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,02/23/2021,03/01/2020,03/31/2020
2020,2,2,3,2,16,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,02/23/2021,02/01/2020,02/29/2020
2019,9,1,5,1,445,368.0,4.0,10.0,0.0,0.0,4.0,4.0,4.0,4.0,39.0,4.0,4.0,0.0,0.0,02/23/2021,09/01/2019,09/30/2019
2019,2,2,6,3,12,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2020,1,1,6,8,490,275.0,4.0,60.0,15.0,4.0,4.0,17.0,4.0,4.0,4.0,89.0,10.0,0.0,0.0,02/23/2021,01/01/2020,01/31/2020
2019,7,2,5,1,359,299.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,32.0,4.0,4.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
2020,6,1,2,1,8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,06/01/2020,06/30/2020
2020,8,1,6,8,593,303.0,4.0,64.0,16.0,4.0,4.0,21.0,4.0,4.0,4.0,85.0,11.0,37.0,32.0,02/23/2021,08/01/2020,08/31/2020
2019,3,1,6,6,159,92.0,4.0,12.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,27.0,4.0,0.0,0.0,02/23/2021,03/01/2019,03/31/2019
2019,4,1,5,8,34224,18845.0,300.0,5856.0,769.0,176.0,312.0,1513.0,359.0,341.0,148.0,4879.0,726.0,0.0,0.0,02/23/2021,04/01/2019,04/30/2019
2019,2,1,1,8,2899,1617.0,19.0,470.0,136.0,22.0,31.0,40.0,35.0,46.0,13.0,388.0,82.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2020,2,2,3,1,56,32.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,02/01/2020,02/29/2020
2019,1,2,2,6,81,53.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2019,5,1,4,5,833,507.0,4.0,68.0,29.0,0.0,4.0,4.0,4.0,12.0,4.0,184.0,13.0,0.0,0.0,02/23/2021,05/01/2019,05/31/2019
2020,12,1,1,7,8904,3777.0,29.0,362.0,154.0,4.0,30.0,28.0,28.0,40.0,170.0,543.0,82.0,1856.0,1801.0,02/23/2021,12/01/2020,12/31/2020
2020,2,1,4,3,117,72.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,13.0,4.0,0.0,0.0,02/23/2021,02/01/2020,02/29/2020
2019,1,2,5,5,1680,1041.0,17.0,320.0,32.0,0.0,33.0,18.0,10.0,4.0,19.0,153.0,33.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2020,3,2,3,1,36,24.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,03/01/2020,03/31/2020
2020,10,2,3,6,271,137.0,4.0,74.0,4.0,4.0,0.0,4.0,0.0,4.0,4.0,16.0,12.0,4.0,4.0,02/23/2021,10/01/2020,10/31/2020
2019,2,2,5,8,25284,14022.0,289.0,4603.0,490.0,293.0,308.0,1460.0,265.0,223.0,102.0,2583.0,646.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2019,6,1,1,1,254,215.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,19.0,4.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
2020,4,2,5,1,334,276.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,30.0,4.0,4.0,0.0,0.0,02/23/2021,04/01/2020,04/30/2020
2020,1,2,5,2,97,58.0,0.0,15.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,01/01/2020,01/31/2020
2020,6,1,1,7,4642,2201.0,21.0,400.0,115.0,4.0,28.0,36.0,23.0,28.0,17.0,407.0,77.0,662.0,623.0,02/23/2021,06/01/2020,06/30/2020
2019,11,1,4,9,4809,2671.0,43.0,648.0,119.0,91.0,50.0,122.0,43.0,90.0,21.0,715.0,196.0,0.0,0.0,02/23/2021,11/01/2019,11/30/2019
2020,3,1,4,9,6478,3398.0,67.0,661.0,166.0,94.0,106.0,167.0,48.0,99.0,24.0,936.0,206.0,261.0,245.0,02/23/2021,03/01/2020,03/31/2020
2019,10,1,2,9,216,122.0,4.0,31.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,27.0,4.0,0.0,0.0,02/23/2021,10/01/2019,10/31/2019
2020,7,2,5,1,328,270.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,30.0,4.0,4.0,0.0,0.0,02/23/2021,07/01/2020,07/31/2020
2020,7,2,2,5,98,56.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,14.0,12.0,02/23/2021,07/01/2020,07/31/2020
2020,10,1,6,9,435,230.0,4.0,51.0,4.0,4.0,4.0,10.0,4.0,4.0,4.0,55.0,13.0,26.0,22.0,02/23/2021,10/01/2020,10/31/2020
2020,1,1,3,3,38,14.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,01/01/2020,01/31/2020
2019,11,2,1,6,817,469.0,13.0,204.0,20.0,4.0,4.0,4.0,4.0,12.0,4.0,60.0,19.0,0.0,0.0,02/23/2021,11/01/2019,11/30/2019
2019,8,1,4,2,62,34.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,08/01/2019,08/31/2019
2019,12,2,3,4,42,22.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,12/01/2019,12/31/2019
2019,2,2,3,2,16,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2019,9,2,6,8,287,162.0,4.0,57.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,36.0,4.0,0.0,0.0,02/23/2021,09/01/2019,09/30/2019
2019,2,2,3,3,12,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2019,7,1,3,10,1221,696.0,4.0,122.0,28.0,48.0,23.0,38.0,15.0,20.0,4.0,157.0,66.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
2019,5,1,1,5,512,320.0,4.0,74.0,4.0,0.0,4.0,4.0,4.0,4.0,10.0,72.0,12.0,0.0,0.0,02/23/2021,05/01/2019,05/31/2019
2019,6,2,2,9,213,126.0,4.0,28.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,23.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
2019,5,1,6,10,202,114.0,4.0,16.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,40.0,4.0,0.0,0.0,02/23/2021,05/01/2019,05/31/2019
2020,2,2,5,3,185,114.0,4.0,29.0,4.0,0.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,02/01/2020,02/29/2020
2019,1,1,1,8,3446,1903.0,33.0,541.0,138.0,15.0,51.0,52.0,42.0,65.0,4.0,491.0,111.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2019,5,2,6,6,89,45.0,4.0,12.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,05/01/2019,05/31/2019
2021,1,2,3,5,136,57.0,0.0,20.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,4.0,22.0,21.0,02/23/2021,01/01/2021,01/31/2021
2020,11,2,4,7,4714,2410.0,61.0,631.0,132.0,4.0,27.0,70.0,37.0,63.0,64.0,499.0,106.0,319.0,291.0,02/23/2021,11/01/2020,11/30/2020
2019,10,1,3,6,324,175.0,4.0,70.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,39.0,12.0,0.0,0.0,02/23/2021,10/01/2019,10/31/2019
2020,12,1,2,8,873,365.0,4.0,43.0,12.0,4.0,4.0,4.0,4.0,4.0,16.0,54.0,4.0,181.0,174.0,02/23/2021,12/01/2020,12/31/2020
2020,6,1,2,5,143,71.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,12.0,4.0,17.0,15.0,02/23/2021,06/01/2020,06/30/2020
2019,6,1,3,8,1010,552.0,4.0,192.0,34.0,4.0,4.0,13.0,10.0,13.0,4.0,139.0,41.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
2020,4,2,5,7,16500,8669.0,167.0,2956.0,349.0,58.0,168.0,629.0,103.0,91.0,71.0,1366.0,271.0,824.0,778.0,02/23/2021,04/01/2020,04/30/2020
2019,3,2,1,6,858,496.0,14.0,207.0,26.0,0.0,12.0,4.0,4.0,4.0,4.0,69.0,18.0,0.0,0.0,02/23/2021,03/01/2019,03/31/2019
2020,3,1,3,5,182,103.0,4.0,20.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,15.0,12.0,4.0,4.0,02/23/2021,03/01/2020,03/31/2020
2019,9,1,5,4,665,420.0,4.0,74.0,11.0,0.0,4.0,4.0,4.0,4.0,37.0,99.0,4.0,0.0,0.0,02/23/2021,09/01/2019,09/30/2019
2019,11,1,1,6,1310,774.0,12.0,174.0,58.0,4.0,12.0,4.0,4.0,21.0,10.0,195.0,42.0,0.0,0.0,02/23/2021,11/01/2019,11/30/2019
2019,1,1,3,8,992,540.0,4.0,195.0,22.0,4.0,17.0,10.0,4.0,12.0,4.0,144.0,36.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2019,3,1,6,3,8,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,03/01/2019,03/31/2019
2020,8,1,4,5,1229,659.0,11.0,61.0,49.0,0.0,4.0,4.0,12.0,19.0,37.0,184.0,22.0,87.0,80.0,02/23/2021,08/01/2020,08/31/2020
2019,2,1,5,10,40559,22997.0,305.0,3284.0,445.0,1443.0,677.0,1355.0,423.0,526.0,280.0,7439.0,1385.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2019,4,2,4,5,669,402.0,13.0,88.0,25.0,0.0,4.0,4.0,4.0,13.0,10.0,89.0,17.0,0.0,0.0,02/23/2021,04/01/2019,04/30/2019
2019,9,1,4,2,31,19.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,09/01/2019,09/30/2019
2020,9,1,4,1,334,252.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,50.0,4.0,4.0,4.0,0.0,02/23/2021,09/01/2020,09/30/2020
2020,8,1,3,10,1718,910.0,18.0,134.0,33.0,44.0,29.0,30.0,16.0,15.0,4.0,183.0,78.0,114.0,110.0,02/23/2021,08/01/2020,08/31/2020
2019,7,1,4,8,6026,3313.0,70.0,1000.0,167.0,27.0,56.0,147.0,39.0,101.0,22.0,918.0,166.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
2019,12,2,4,7,4161,2306.0,67.0,706.0,123.0,4.0,48.0,112.0,34.0,68.0,27.0,556.0,110.0,0.0,0.0,02/23/2021,12/01/2019,12/31/2019
2020,8,2,1,10,6319,3186.0,27.0,247.0,92.0,412.0,42.0,80.0,35.0,55.0,31.0,658.0,256.0,630.0,568.0,02/23/2021,08/01/2020,08/31/2020
2020,2,1,4,7,5395,2986.0,54.0,706.0,205.0,4.0,72.0,88.0,48.0,93.0,25.0,963.0,151.0,0.0,0.0,02/23/2021,02/01/2020,02/29/2020
2019,7,2,2,1,8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
2020,3,1,3,8,1527,775.0,4.0,220.0,47.0,4.0,39.0,17.0,17.0,13.0,4.0,165.0,46.0,90.0,86.0,02/23/2021,03/01/2020,03/31/2020
2020,12,1,1,8,10795,4471.0,37.0,545.0,230.0,19.0,49.0,47.0,43.0,68.0,57.0,593.0,112.0,2300.0,2224.0,02/23/2021,12/01/2020,12/31/2020
2019,9,2,3,10,1884,1082.0,4.0,143.0,41.0,125.0,24.0,26.0,19.0,28.0,4.0,275.0,113.0,0.0,0.0,02/23/2021,09/01/2019,09/30/2019
2020,8,2,1,9,5539,2622.0,26.0,387.0,126.0,146.0,34.0,67.0,39.0,50.0,14.0,415.0,153.0,752.0,708.0,02/23/2021,08/01/2020,08/31/2020
2020,8,2,1,6,1681,781.0,10.0,206.0,35.0,4.0,4.0,4.0,4.0,12.0,4.0,86.0,22.0,260.0,249.0,02/23/2021,08/01/2020,08/31/2020
2019,1,2,1,10,4716,2663.0,28.0,275.0,83.0,374.0,93.0,114.0,38.0,44.0,19.0,745.0,240.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2020,12,2,3,10,4393,2102.0,15.0,143.0,72.0,198.0,45.0,37.0,14.0,28.0,26.0,405.0,168.0,586.0,554.0,02/23/2021,12/01/2020,12/31/2020
2019,8,2,6,10,264,147.0,4.0,13.0,4.0,16.0,4.0,4.0,4.0,4.0,4.0,44.0,16.0,0.0,0.0,02/23/2021,08/01/2019,08/31/2019
2020,11,2,3,9,1640,829.0,4.0,187.0,31.0,29.0,12.0,22.0,10.0,17.0,10.0,149.0,83.0,132.0,125.0,02/23/2021,11/01/2020,11/30/2020
2021,1,2,2,7,434,187.0,4.0,30.0,4.0,4.0,0.0,4.0,0.0,4.0,13.0,20.0,4.0,83.0,77.0,02/23/2021,01/01/2021,01/31/2021
2020,1,2,1,3,95,55.0,4.0,12.0,4.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,01/01/2020,01/31/2020
2019,7,2,4,5,703,415.0,11.0,101.0,19.0,0.0,4.0,4.0,4.0,15.0,13.0,98.0,19.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
2020,11,1,2,5,160,77.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,11.0,4.0,0.0,27.0,25.0,02/23/2021,11/01/2020,11/30/2020
2019,9,2,6,3,16,4.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,09/01/2019,09/30/2019
2020,4,1,3,5,236,109.0,4.0,21.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,19.0,4.0,34.0,33.0,02/23/2021,04/01/2020,04/30/2020
2020,10,1,3,6,391,203.0,4.0,56.0,14.0,0.0,0.0,4.0,4.0,4.0,4.0,47.0,13.0,19.0,19.0,02/23/2021,10/01/2020,10/31/2020
2019,4,1,6,6,126,71.0,4.0,14.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,21.0,4.0,0.0,0.0,02/23/2021,04/01/2019,04/30/2019
2020,3,1,2,7,262,151.0,4.0,29.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,38.0,4.0,4.0,4.0,02/23/2021,03/01/2020,03/31/2020
2019,9,2,5,4,536,350.0,4.0,83.0,12.0,0.0,4.0,0.0,4.0,4.0,16.0,47.0,12.0,0.0,0.0,02/23/2021,09/01/2019,09/30/2019
2019,12,1,4,3,154,90.0,0.0,13.0,10.0,0.0,4.0,4.0,4.0,0.0,13.0,12.0,4.0,0.0,0.0,02/23/2021,12/01/2019,12/31/2019
2020,12,1,5,3,574,303.0,4.0,37.0,4.0,0.0,4.0,4.0,4.0,4.0,152.0,11.0,4.0,24.0,19.0,02/23/2021,12/01/2020,12/31/2020
2020,3,2,4,3,118,70.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,02/23/2021,03/01/2020,03/31/2020
2020,2,1,6,1,67,43.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,02/23/2021,02/01/2020,02/29/2020
2019,3,1,2,6,165,94.0,4.0,17.0,10.0,0.0,4.0,4.0,4.0,4.0,4.0,16.0,4.0,0.0,0.0,02/23/2021,03/01/2019,03/31/2019
2020,11,2,4,5,841,469.0,4.0,78.0,30.0,0.0,4.0,15.0,4.0,4.0,48.0,87.0,15.0,45.0,38.0,02/23/2021,11/01/2020,11/30/2020
2019,11,1,3,6,289,162.0,4.0,51.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,37.0,11.0,0.0,0.0,02/23/2021,11/01/2019,11/30/2019
2019,8,2,1,1,198,168.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,14.0,4.0,0.0,0.0,0.0,02/23/2021,08/01/2019,08/31/2019
2019,1,2,6,2,16,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2019,12,1,1,7,2660,1517.0,26.0,385.0,103.0,4.0,40.0,26.0,21.0,48.0,24.0,386.0,80.0,0.0,0.0,02/23/2021,12/01/2019,12/31/2019
2020,11,1,2,10,242,102.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,17.0,4.0,43.0,40.0,02/23/2021,11/01/2020,11/30/2020
2019,12,1,5,3,250,159.0,4.0,34.0,4.0,0.0,4.0,4.0,4.0,0.0,13.0,20.0,4.0,0.0,0.0,02/23/2021,12/01/2019,12/31/2019
2019,5,1,4,9,4715,2626.0,53.0,621.0,126.0,72.0,41.0,146.0,29.0,85.0,29.0,697.0,190.0,0.0,0.0,02/23/2021,05/01/2019,05/31/2019
2020,12,1,2,10,274,120.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,24.0,4.0,50.0,44.0,02/23/2021,12/01/2020,12/31/2020
2020,8,2,4,7,5358,2679.0,55.0,656.0,131.0,4.0,32.0,86.0,46.0,71.0,24.0,573.0,121.0,460.0,420.0,02/23/2021,08/01/2020,08/31/2020
2019,9,2,5,5,1437,870.0,17.0,287.0,13.0,0.0,4.0,14.0,10.0,13.0,25.0,147.0,37.0,0.0,0.0,02/23/2021,09/01/2019,09/30/2019
2020,4,2,6,6,211,99.0,4.0,24.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,18.0,4.0,19.0,19.0,02/23/2021,04/01/2020,04/30/2020
2019,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2019,4,1,6,9,294,168.0,0.0,34.0,10.0,4.0,4.0,16.0,4.0,4.0,4.0,42.0,4.0,0.0,0.0,02/23/2021,04/01/2019,04/30/2019
2020,12,1,4,8,10908,5148.0,64.0,947.0,246.0,40.0,83.0,162.0,61.0,113.0,134.0,1151.0,211.0,1323.0,1225.0,02/23/2021,12/01/2020,12/31/2020
2020,11,2,4,9,6771,3426.0,71.0,551.0,159.0,178.0,41.0,118.0,40.0,102.0,32.0,758.0,243.0,555.0,497.0,02/23/2021,11/01/2020,11/30/2020
2019,3,2,2,10,219,128.0,0.0,19.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,37.0,11.0,0.0,0.0,02/23/2021,03/01/2019,03/31/2019
2020,2,1,3,2,30,10.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,02/23/2021,02/01/2020,02/29/2020
